user,team,week,ec,1stf,ATW,6pack,3rdf,Donation,qs,2ndf,popup,workout Q,QSQ,hardsh!t,ao_list
Hackman,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Hackman,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Hat Trick,Vixen,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hat Trick,Vixen,1,6,3,0,0,0,0,0,5,0,0,0,0,the-silo
Hat Trick,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Hat Trick,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Hat Trick,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
Hat Trick,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Hat Trick,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Hydrant,Vixen,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hydrant,Vixen,1,0,0,0,0,0,0,0,0,0,0,0,0,
Hydrant,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Hydrant,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Hydrant,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
Hydrant,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Hydrant,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Ollie,Vixen,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Ollie,Vixen,1,0,0,0,0,0,0,0,0,0,0,0,0,
Ollie,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Ollie,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Ollie,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
Ollie,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Ollie,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Quatro,Vixen,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Quatro,Vixen,1,3,3,0,0,0,0,0,0,0,0,0,0,the-silo
Quatro,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Quatro,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Quatro,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
Quatro,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Quatro,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Scuba Steve,Vixen,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Scuba Steve,Vixen,1,5,0,0,0,0,0,0,0,3,0,0,0,
Scuba Steve,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Scuba Steve,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Scuba Steve,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
Scuba Steve,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Scuba Steve,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Tweety,Vixen,0,3,6,0,0,0,0,0,5,0,0,0,0,the-colosseum
Tweety,Vixen,1,3,3,0,0,0,0,0,0,0,0,0,0,the-silo
Tweety,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Tweety,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Tweety,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
Tweety,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Tweety,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
vern,Vixen,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
vern,Vixen,1,6,3,0,0,0,0,0,0,0,0,0,0,the-silo
vern,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
vern,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
vern,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
vern,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
vern,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
